hhid,idc,relation,sex,age,marital,born_here,dist_birth,move_year,dist_origin,mig_reason,diff_seeing,diff_hearing,diff_walking,diff_memory,diff_selfcare,diff_communicating,any_disability,can_read,can_write,can_math,school_type,grade_now,school_km,ed_admission,ed_uniform,ed_books,ed_exam,ed_tuition,ed_transport,ed_hostel,ed_other,ed_total,literate,emp_status,earn_month,months_worked,earn_year,emp_status2,earn_second,other_work,earn_other,sold_kind,earn_kind,inc_pension,income_shared_hh,earn_annual
101100119,1,1,1,62,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100119,2,2,2,55,2,1,,,,,1,1,2,1,1,1,1,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101100122,1,1,1,34,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,,,150000,,,2,,2,,,1,150000
101100122,2,2,2,27,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100122,3,5,1,68,3,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101100122,4,6,2,30,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100203,1,1,1,70,2,1,,,,,1,1,3,3,1,1,1,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,130000,1,
101100203,2,2,2,63,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101100203,3,3,1,34,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,35000,12,,,,2,,2,,,1,420000
101100203,4,8,2,25,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100203,5,4,1,6,1,1,,,,,1,1,1,1,1,1,0,,,,1,1,1,500,2500,2000,0,0,0,0,1000,6000,,,,,,,,,,,,,,
101100203,6,4,1,4,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100203,7,4,1,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100203,8,3,1,35,3,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,3,16000,10,,,,2,,2,,,1,160000
101100210,1,1,1,47,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,3,8000,11,,,,2,,2,,120000,1,88000
101100210,2,2,2,45,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100210,3,3,1,22,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,13,3,5000,3000,5000,2500,0,2000,0,2000,19500,1,,,,,,,2,,2,,,3,
101100210,4,3,1,15,1,1,,,,,1,1,1,1,1,1,0,1,1,1,2,11,1,15000,4000,5500,1500,0,0,0,1500,27500,1,,,,,,,2,,2,,,3,
101100210,5,3,2,3,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100405,1,1,1,28,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,28000,12,,,,2,,2,,,1,336000
101100405,2,5,2,55,3,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100405,3,6,2,32,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100407,1,1,1,47,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,1,85000,12,,,,2,,2,,,1,1020000
101100407,2,2,2,44,2,1,,,,,1,1,2,1,1,1,1,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101100407,3,3,1,22,1,1,,,,,1,1,1,1,1,1,0,1,1,1,2,20,2,,,,,,,,,300000,1,,,,,,,2,,2,,,3,
101100407,4,3,1,16,1,1,,,,,1,1,1,1,1,1,0,1,1,1,2,9,2,,,,,,,,,100000,1,,,,,,,2,,2,,,3,
101100410,1,1,1,30,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,26000,12,,,,2,,2,,,1,312000
101100410,2,2,2,23,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100420,1,1,1,41,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,25000,12,,,,2,,2,,,1,300000
101100420,2,2,2,39,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100420,3,3,1,10,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,4,1,,,,,,,,,2300,1,,,,,,,2,,2,,,3,
101100420,4,3,2,5,1,1,,,,,1,1,1,1,1,1,0,,,,1,1,1,,,,,,,,,2000,,,,,,,,,,,,,,
101100420,5,3,1,4,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100420,6,3,1,3,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100420,7,3,2,1,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100427,1,1,1,35,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,25000,12,,,,2,,2,,,1,300000
101100427,2,2,2,30,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100427,3,3,2,4,1,1,,,,,1,1,1,1,1,1,0,,,,2,26,1,,,,,,,,,10000,,,,,,,,,,,,,,
101100427,4,3,1,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100427,5,3,2,1,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100510,1,1,1,60,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,3,18000,11,,,,2,,2,,,1,198000
101100510,2,2,2,55,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101100510,3,3,1,35,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,3,25000,12,,,,2,,2,,,1,300000
101100510,4,8,2,32,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100510,5,4,1,9,1,1,,,,,1,1,1,1,1,1,0,,,,1,4,1,1000,2500,2700,0,0,0,0,500,6700,,,,,,,,,,,,,,
101100510,6,3,1,28,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,3,20000,12,,,,2,,2,,,1,240000
101100510,7,8,2,25,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100513,1,1,1,60,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101100513,2,2,2,50,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101100513,3,3,1,19,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,3,20000,11,,,,2,,2,,,1,220000
101100513,4,3,1,15,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,5,,,,,,2,,2,,,3,
101100513,5,3,2,17,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100518,1,1,1,60,2,1,,,,,1,2,1,1,1,1,1,2,,2,,,,,,,,,,,,,0,6,,,40000,,,2,,2,,,1,40000
101100518,2,2,2,55,2,1,,,,,1,1,2,1,1,1,1,2,,2,,,,,,,,,,,,,0,5,,,,,,2,,2,,,3,
101100518,3,3,1,25,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,5,,,,,,2,,2,,,3,
101100518,4,8,2,23,2,1,,,,,1,1,1,1,1,1,0,1,1,2,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100518,5,3,1,23,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,3,20000,11,,,,2,,2,,,1,220000
101100518,6,8,2,20,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100518,7,3,1,21,1,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101100518,8,3,1,16,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,8,1,1000,2000,2200,0,0,0,0,600,5800,1,,,,,,,2,,2,,,3,
101100528,1,1,1,35,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,1,30000,12,,,,2,,2,,,1,360000
101100528,2,2,2,32,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100528,3,3,1,9,1,1,,,,,1,1,1,1,1,1,0,,,,1,4,1,900,2000,2400,0,0,0,0,500,5800,,,,,,,,,,,,,,
101100528,4,3,2,7,1,1,,,,,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100528,5,3,2,5,1,1,,,,,1,1,1,1,1,1,0,,,,1,27,1,800,1800,2100,0,0,0,0,500,5200,,,,,,,,,,,,,,
101100528,6,3,1,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100528,7,5,2,53,3,1,,,,,1,1,2,1,1,1,1,2,,2,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101100615,1,1,2,65,3,1,,,,,2,1,2,1,1,1,1,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,156000,1,
101100707,1,1,1,41,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,22500,12,,,,2,,2,,,1,270000
101100707,2,2,2,33,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100707,3,3,1,6,1,1,,,,,1,1,1,1,1,1,0,,,,2,2,2,18300,3200,4200,450,,,,4000,30150,,,,,,,,,,,,,,
101100707,4,3,2,3,1,1,,,,,1,1,1,1,1,1,0,,,,2,25,2,8100,2600,2000,,,,,2400,15100,,,,,,,,,,,,,,
101100708,1,1,2,27,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100708,2,3,2,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100715,1,1,2,31,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100715,2,3,1,4,1,1,,,,,1,1,1,1,1,1,0,,,,2,25,1,16200,2200,2700,300,,,,1000,22400,,,,,,,,,,,,,,
101100715,3,3,1,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100717,1,1,1,43,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,3,30000,12,,6,20000,2,,2,,,1,360000
101100717,2,2,2,38,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100717,3,3,2,17,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,12,5,6500,2800,4500,1750,,28000,,9500,53050,1,,,,,,,2,,2,,,3,
101100717,4,3,1,15,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,10,4,200,2500,3400,1600,,,,7200,14900,1,,,,,,,2,,2,,,3,
101100717,5,3,2,13,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,7,1,80,2350,3000,,,,,6000,11430,1,,,,,,,2,,2,,,3,
101100717,6,3,2,10,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,5,2,30,2100,2600,,,,,4800,9530,1,,,,,,,2,,2,,,3,
101100717,7,3,2,5,1,1,,,,,1,1,1,1,1,1,0,,,,2,26,2,13500,2200,2800,300,,,,2500,21300,,,,,,,,,,,,,,
101100717,8,5,2,70,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101100721,1,1,1,39,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,20000,12,,,,2,,2,,,1,240000
101100721,2,2,2,38,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,18000,12,,,,2,,2,,8800,1,216000
101100722,1,1,1,41,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,18000,12,,,,2,,2,,,1,216000
101100722,2,2,2,39,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100722,3,3,1,15,1,1,,,,,1,1,1,1,1,1,0,1,1,1,2,28,5,30000,4500,4800,1650,3000,22500,,12000,78450,1,,,,,,,2,,2,,,3,
101100722,4,3,1,14,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,7,1,80,2150,2900,,,,,6000,11130,1,,,,,,,2,,2,,,3,
101100722,5,3,2,11,1,1,,,,,1,1,1,1,1,1,0,2,,2,1,5,1,70,2200,3350,,,,,4800,10420,0,,,,,,,2,,2,,,3,
101100722,6,3,2,8,1,1,,,,,1,1,1,1,1,1,0,,,,1,4,1,30,2000,2950,,,,,4800,9780,,,,,,,,,,,,,,
101100722,7,3,1,6,1,1,,,,,1,1,1,1,1,1,0,,,,1,1,1,30,1800,2300,,,,,3000,7130,,,,,,,,,,,,,,
101100725,1,1,2,31,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100725,2,3,1,7,1,1,,,,,1,1,1,1,1,1,0,,,,2,2,4,24000,2950,3600,750,,12000,,8400,51700,,,,,,,,,,,,,,
101100725,3,3,1,6,1,1,,,,,1,1,1,1,1,1,0,,,,2,27,4,16800,2600,3000,600,,12000,,6000,41000,,,,,,,,,,,,,,
101100725,4,3,1,3,1,1,,,,,1,1,1,1,1,1,0,,,,2,25,4,10000,2400,2000,,,8400,,1500,24300,,,,,,,,,,,,,,
101100727,1,1,1,39,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,20000,12,,6,13500,2,,2,,,1,240000
101100727,2,2,2,28,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100727,3,3,1,8,1,1,,,,,1,1,1,1,1,1,0,,,,2,2,4,21600,2800,3200,600,,12000,,6000,46200,,,,,,,,,,,,,,
101100727,4,3,1,7,1,1,,,,,1,1,1,1,1,1,0,,,,2,27,4,14400,2400,2850,450,,12000,,4800,36900,,,,,,,,,,,,,,
101100727,5,3,1,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100727,6,3,1,0,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100729,1,1,1,46,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,35000,12,,,,2,,2,,,1,420000
101100729,2,2,2,39,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,9,,,96000,,,2,,2,,,1,96000
101100729,3,3,2,18,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,5,,,,,,2,,2,,,3,
101100729,4,3,2,15,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,9,4,150,2650,3100,1650,,12000,,6400,25950,1,,,,,,,2,,2,,,3,
101100729,5,3,2,12,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,5,3,30,2200,2450,,,12000,,4800,21480,1,,,,,,,2,,2,,,3,
101100729,6,3,2,9,1,1,,,,,1,1,1,1,1,1,0,,,,1,3,3,30,2000,2150,,,12000,,4600,20780,,,,,,,,,,,,,,
101100729,7,3,1,8,1,1,,,,,1,1,1,1,1,1,0,,,,2,2,3,22500,2400,3250,450,,12000,,4200,44800,,,,,,,,,,,,,,
101100823,1,1,1,65,2,1,,,,,1,1,1,2,1,1,1,1,1,1,,,,,,,,,,,,,1,4,16000,12,,,,2,,2,,,1,192000
101100823,2,2,2,49,2,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101100823,3,3,1,15,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,7800,12,,,,2,,2,,,1,93600
101100823,4,3,2,19,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100823,5,3,2,17,1,1,,,,,1,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100823,6,3,1,26,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,3,20000,12,,,,2,,2,,,1,240000
101100823,7,8,2,24,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100823,8,4,1,2,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100823,9,4,2,0,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100823,10,3,1,24,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,18200,12,,,,2,,2,,,1,218400
101100823,11,8,2,21,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100830,1,1,1,47,2,1,,,,,1,1,1,1,1,1,0,1,2,1,,,,,,,,,,,,,0,3,50000,12,,,,2,,2,,,1,600000
101100830,2,2,2,45,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100830,3,3,1,20,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100830,4,3,1,18,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,15600,12,,,,2,,2,,,1,187200
101100830,5,3,1,17,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,12000,12,,,,2,,2,,,1,144000
101100830,6,3,2,15,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,10,1,230,2750,,2200,,,,,5180,1,,,,,,,2,,2,,,3,
101100830,7,3,1,14,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100830,8,3,2,12,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101100830,9,3,1,9,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101100830,10,5,2,66,3,1,,,,,1,1,2,1,2,1,1,2,,2,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101101025,1,1,1,50,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,25000,12,,,,2,,2,,,1,300000
101101025,2,2,2,45,2,1,,,,,2,1,1,2,1,1,1,1,1,1,,,,,,,,,,,,,1,6,,,80000,,,2,,2,,,1,80000
101101025,3,3,2,18,1,1,,,,,1,1,1,1,1,1,0,1,1,1,2,12,3,,,,,,,,,60000,1,,,,,,,2,,2,,,3,
101101025,4,3,2,12,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,7,1,,,,,,,,,2800,1,,,,,,,2,,2,,,3,
101101025,5,3,2,4,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101101026,1,1,1,62,2,1,,,,,1,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,312000,1,
101101026,2,2,2,54,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,6,,,40000,,,2,,2,,,1,40000
101101029,1,1,1,64,2,1,,,,,1,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,480000,1,
101101029,2,2,2,48,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101101029,3,3,1,21,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,11,3,,,,,,,,,25000,1,,,,,,,2,,2,,,3,
101101105,1,1,1,30,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,12000,10,,,,2,,2,,,1,120000
101101105,2,2,2,32,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,9,,,,,,2,,2,,,3,
101101105,3,3,2,7,1,1,,,,,1,1,1,1,1,1,0,,,,1,1,1,100,1600,150,0,0,0,0,0,1850,,,,,,,,,,,,,,
101101105,4,3,1,5,1,1,,,,,1,1,1,1,1,1,0,,,,1,27,1,100,1400,120,0,0,0,0,0,1620,,,,,,,,,,,,,,
101101105,5,3,2,3,1,1,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101101107,1,1,1,73,2,1,,,,,2,2,2,2,1,1,1,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101101107,2,2,2,65,2,1,,,,,2,1,3,1,1,2,1,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101101107,3,3,2,22,1,1,,,,,1,1,1,2,1,1,1,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101101120,1,1,1,63,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,3,18000,11,,,,2,,2,,,1,198000
101101120,2,2,2,60,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,9,,,45000,,,2,,2,,,1,45000
101101120,3,3,1,34,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,3,18000,12,,,,2,,2,,,1,216000
101101120,4,8,2,30,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101101120,5,3,1,29,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,3,18000,12,,,,2,,2,,,1,216000
101101120,6,8,2,23,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101101128,1,1,1,54,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,21000,10,,,,2,,2,,,1,210000
101101128,2,2,2,51,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,9,,,,,,2,,2,,,3,
101101128,3,3,2,14,1,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101101128,4,3,2,11,1,1,,,,,1,1,1,1,1,1,0,1,1,2,1,5,1,100,1800,600,0,0,0,0,3000,5500,1,,,,,,,2,,2,,,3,
101101128,5,3,1,9,1,1,,,,,1,1,1,1,1,1,0,,,,1,3,1,100,1500,250,,,,,3000,4850,,,,,,,,,,,,,,
101101211,1,1,1,60,3,1,,,,,1,1,2,1,1,1,1,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101101211,2,3,1,21,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,10500,7,,,,2,,2,,,1,73500
101101211,3,8,2,18,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,9,,,35000,,,2,,2,,,1,35000
101101211,4,8,2,21,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,5,,,,,,2,,2,,,3,
101101217,1,1,1,61,2,1,,,,,1,1,2,2,2,1,1,2,,1,,,,,,,,,,,,,0,4,6000,7,,,,2,,2,,,1,42000
101101217,2,2,2,55,2,1,,,,,1,1,2,1,1,1,1,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101101217,3,3,1,25,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,15000,9,,,,2,,2,,,1,135000
101101217,4,8,2,22,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101101217,5,4,1,0,1,1,,,,,1,1,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101101226,1,1,1,46,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,4,22000,8,,,,2,,2,,,1,176000
101101226,2,2,2,47,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101101226,3,3,2,7,1,1,,,,,1,1,1,1,1,1,0,,,,1,2,1,50,1550,750,,,,,2000,4350,,,,,,,,,,,,,,
101101226,4,5,2,65,3,1,,,,,1,1,1,1,1,1,0,2,,2,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101101227,1,1,2,38,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101101227,2,5,2,75,3,1,,,,,1,1,2,1,1,1,1,2,,1,,,,,,,,,,,,,0,9,,,,,,2,,2,,,3,
101101227,3,3,2,10,1,1,,,,,1,1,1,1,1,1,0,1,1,2,1,4,2,50,2450,450,,,,,1200,4150,1,,,,,,,2,,2,,,3,
101101307,1,1,1,50,2,1,,,,,1,1,3,1,1,1,1,1,1,1,,,,,,,,,,,,,1,4,24000,10,,,,2,,2,,,1,240000
101101307,2,2,2,37,2,1,,,,,1,1,1,1,1,1,0,2,,1,,,,,,,,,,,,,0,,,,,,,2,,2,,,3,
101101307,3,3,2,21,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101101307,4,3,1,17,1,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,4,8000,4,,,,2,,2,,,1,32000
101101307,5,3,1,9,1,1,,,,,1,1,1,1,1,1,0,,,,1,3,2,50,1450,450,,,,,3000,4950,,,,,,,,,,,,,,
101101307,6,3,1,6,1,1,,,,,1,1,1,1,1,1,0,,,,1,1,2,30,1550,350,,,,,2400,4330,,,,,,,,,,,,,,
101101307,7,3,2,12,1,1,,,,,1,1,1,1,1,1,0,1,1,2,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101101315,1,1,1,36,2,1,,,,,1,1,2,2,1,1,1,1,1,1,,,,,,,,,,,,,1,4,16000,6,,,,2,,2,,,1,96000
101101315,2,2,2,33,2,1,,,,,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,1,,,,,,,2,,2,,,3,
101101315,3,3,1,12,1,1,,,,,1,1,1,1,1,1,0,1,1,1,1,6,3,50,2500,450,,,,,2400,5400,1,,,,,,,2,,2,,,3,
101101315,4,3,2,9,1,1,,,,,1,1,1,1,1,1,0,,,,1,3,1,30,2100,150,,,,,2600,4880,,,,,,,,,,,,,,
