hhid,psu,prov_code,urban_rural,dist_code,hhweight,hh_size,n_female,n_child,head_age,tenure,owner_sex,rooms,cook_fuel,light_fuel,water_source,water_dist_band,water_time_band,toilet_type,water_improved,toilet_flush,hh_inc_remit_dom,discordant_inc_remit_dom,hh_inc_remit_for,discordant_inc_remit_for,hh_inc_rent,discordant_inc_rent,hh_inc_other,discordant_inc_other,fies_worried,fies_healthy,fies_fewfoods,fies_skipped,fies_ateless,fies_ranout,fies_hungry,fies_wholeday,n_fies_answered,fies_raw,qty701,owns701,n_tv,has_tv,qty703,owns703,n_fridge,has_fridge,qty705,owns705,n_washer,has_washer,qty707,owns707,n_ac,has_ac,qty709,owns709,n_fan,has_fan,qty711,owns711,qty712,owns712,qty713,owns713,qty714,owns714,qty715,owns715,qty716,owns716,qty717,owns717,qty718,owns718,qty719,owns719,qty720,owns720,qty721,owns721,qty722,owns722,qty723,owns723,n_solar,has_solar,qty725,owns725,qty726,owns726,qty727,owns727,n_motorcycle,has_motorcycle,qty729,owns729,n_car,has_car,qty731,owns731,qty732,owns732,qty733,owns733,qty734,owns734,qty735,owns735
118101320,1181013,1,1,118,237.6776,4,3,3,28,1,1,3,3,1,3,,,4,1,1,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,6,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,3,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
118101410,1181014,1,1,118,149.28,9,5,3,49,1,1,3,1,1,3,,,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118101419,1181014,1,1,118,149.28,15,8,5,60,5,4,4,1,1,5,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,3,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,6,1,1,1,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
118101422,1181014,1,1,118,149.28,3,2,1,43,1,1,3,1,1,3,,,5,1,1,0,0,0,0,155000,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118101426,1181014,1,1,118,149.28,6,2,0,59,1,1,3,1,1,5,,,5,0,1,35000,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118101502,1181015,1,1,118,179.92261,8,2,2,44,2,3,2,1,1,3,,,2,1,0,1500,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
118101515,1181015,1,1,118,179.92261,6,2,1,47,1,1,2,1,1,3,,,5,1,1,45000,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118101525,1181015,1,1,118,179.92261,3,1,0,54,1,1,3,2,1,3,,,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118101612,1181016,1,1,118,80.9916,15,6,7,59,5,1,3,1,1,9,1,1,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
118200101,1182001,1,2,118,299.01749,3,2,1,40,3,1,1,2,1,3,,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200102,1182001,1,2,118,299.01749,7,4,3,37,1,1,3,2,1,10,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
118200103,1182001,1,2,118,299.01749,9,7,5,40,1,1,3,2,1,1,,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6,1,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
118200105,1182001,1,2,118,299.01749,4,3,2,34,1,1,1,2,1,3,,,5,1,1,0,0,480000,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200106,1182001,1,2,118,299.01749,7,5,5,38,3,1,3,2,1,1,,,2,1,0,0,0,0,0,0,0,18000,1,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200108,1182001,1,2,118,299.01749,6,3,1,57,1,1,4,2,1,3,,,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,2,1,1,1,0,0,1,1,1,1,1,1,0,0,6,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,7,1,4,1,1,1,0,0,0,0,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0
118200109,1182001,1,2,118,299.01749,6,2,2,42,1,1,2,2,1,3,,,2,1,0,0,0,400000,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118200110,1182001,1,2,118,299.01749,6,1,4,35,1,1,4,2,1,3,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,6,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,6,1,3,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
118200111,1182001,1,2,118,299.01749,8,5,6,34,1,1,2,2,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200112,1182001,1,2,118,299.01749,7,5,5,30,3,1,1,2,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200113,1182001,1,2,118,299.01749,7,2,2,52,1,1,3,3,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200114,1182001,1,2,118,299.01749,7,3,4,37,3,1,2,2,1,1,,,2,1,0,0,0,540000,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5,1,5,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200115,1182001,1,2,118,299.01749,7,4,4,40,1,1,1,2,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200116,1182001,1,2,118,299.01749,15,6,7,46,3,1,4,2,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
118200117,1182001,1,2,118,299.01749,5,1,3,28,1,1,5,2,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,6,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,5,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0
118200118,1182001,1,2,118,299.01749,2,2,1,32,5,1,1,3,1,1,,,2,1,0,0,0,0,0,0,0,30000,0,1,1,1,1,1,1,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118200119,1182001,1,2,118,299.01749,6,4,4,38,1,1,2,2,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200120,1182001,1,2,118,299.01749,6,4,3,25,1,1,1,2,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200121,1182001,1,2,118,299.01749,8,5,5,37,1,1,2,2,1,1,,,2,1,0,0,0,480000,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200122,1182001,1,2,118,299.01749,5,4,3,30,1,1,1,2,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200123,1182001,1,2,118,299.01749,6,4,4,30,1,1,1,1,1,1,,,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200124,1182001,1,2,118,299.01749,7,4,5,28,1,1,1,2,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
118200125,1182001,1,2,118,299.01749,7,1,2,40,1,1,1,2,1,3,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200126,1182001,1,2,118,299.01749,11,1,5,50,1,1,3,2,1,1,,,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200127,1182001,1,2,118,299.01749,5,2,3,28,1,1,1,2,1,3,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200128,1182001,1,2,118,299.01749,14,8,6,50,1,1,3,2,1,1,,,2,1,0,0,0,0,0,0,0,18000,1,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118200130,1182001,1,2,118,299.01749,7,3,5,42,3,1,2,3,1,3,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,4,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,6,1,2,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0
119100103,1191001,1,1,119,147.10249,3,2,1,30,1,1,1,2,1,3,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119100109,1191001,1,1,119,147.10249,6,2,2,50,1,1,3,2,1,3,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119100121,1191001,1,1,119,147.10249,2,1,0,79,1,2,1,2,1,3,,,2,1,0,15000,1,25000,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119100202,1191002,1,1,119,212.26891,5,2,3,41,1,1,4,3,1,3,,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,8,1,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
119100225,1191002,1,1,119,212.26891,7,4,1,25,1,1,2,1,1,11,1,2,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119100301,1191003,1,1,119,235.3192,5,2,3,32,1,1,2,1,1,1,,,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
119100306,1191003,1,1,119,235.3192,5,3,2,68,1,1,3,1,1,14,1,1,4,0,1,0,0,30000,1,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119100319,1191003,1,1,119,235.3192,5,4,1,55,1,1,2,1,1,1,,,4,1,1,40000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119100327,1191003,1,1,119,235.3192,8,2,3,48,1,1,2,1,1,1,,,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119100407,1191004,1,1,119,24.7262,4,3,3,34,1,1,1,2,1,3,,,5,1,1,180000,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,8,4,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119100408,1191004,1,1,119,24.7262,2,1,0,31,1,1,4,2,1,3,,,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119100418,1191004,1,1,119,24.7262,5,2,2,39,1,1,1,2,1,3,,,5,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119100423,1191004,1,1,119,24.7262,5,2,3,32,1,1,1,2,1,3,,,5,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119100501,1191005,1,1,119,238.1474,4,2,0,94,1,1,3,2,1,3,,,4,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119100508,1191005,1,1,119,238.1474,6,5,2,50,1,1,3,2,1,3,,,5,1,1,250000,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119100513,1191005,1,1,119,238.1474,5,2,1,43,5,1,3,1,1,3,,,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119100515,1191005,1,1,119,238.1474,5,2,2,26,1,1,1,1,1,3,,,5,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119100518,1191005,1,1,119,238.1474,5,2,3,44,1,1,2,1,1,3,,,4,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119100606,1191006,1,1,119,100.333,6,3,0,60,1,1,2,2,1,3,,,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119100612,1191006,1,1,119,100.333,4,1,0,50,1,1,4,3,1,3,,,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
119100626,1191006,1,1,119,100.333,6,2,0,26,1,1,4,2,1,3,,,4,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119100713,1191007,1,1,119,94.365997,4,2,2,32,1,1,2,2,1,3,,,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,2,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119100715,1191007,1,1,119,94.365997,6,2,4,47,1,3,2,2,1,3,,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119100730,1191007,1,1,119,94.365997,4,2,2,35,1,1,2,2,1,3,,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
