hhid,psu,prov_code,urban_rural,dist_code,hhweight,hh_size,n_female,n_child,head_age,tenure,owner_sex,rooms,cook_fuel,light_fuel,water_source,water_dist_band,water_time_band,toilet_type,water_improved,toilet_flush,hh_inc_remit_dom,discordant_inc_remit_dom,hh_inc_remit_for,discordant_inc_remit_for,hh_inc_rent,discordant_inc_rent,hh_inc_other,discordant_inc_other,fies_worried,fies_healthy,fies_fewfoods,fies_skipped,fies_ateless,fies_ranout,fies_hungry,fies_wholeday,n_fies_answered,fies_raw,qty701,owns701,n_tv,has_tv,qty703,owns703,n_fridge,has_fridge,qty705,owns705,n_washer,has_washer,qty707,owns707,n_ac,has_ac,qty709,owns709,n_fan,has_fan,qty711,owns711,qty712,owns712,qty713,owns713,qty714,owns714,qty715,owns715,qty716,owns716,qty717,owns717,qty718,owns718,qty719,owns719,qty720,owns720,qty721,owns721,qty722,owns722,qty723,owns723,n_solar,has_solar,qty725,owns725,qty726,owns726,qty727,owns727,n_motorcycle,has_motorcycle,qty729,owns729,n_car,has_car,qty731,owns731,qty732,owns732,qty733,owns733,qty734,owns734,qty735,owns735
223201021,2232010,2,2,223,206.1398,8,3,4,44,3,1,1,2,1,2,,,3,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223201111,2232011,2,2,223,272.05249,3,1,1,40,3,1,3,2,1,18,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
223201209,2232012,2,2,223,154.4882,5,2,0,51,1,3,1,2,1,1,,,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223201220,2232012,2,2,223,154.4882,6,2,1,42,1,1,1,2,1,18,2,2,3,1,1,0,0,0,0,0,0,57000,1,1,1,1,0,0,0,0,0,8,3,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223201227,2232012,2,2,223,154.4882,5,1,0,48,1,1,2,2,1,18,3,2,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223201228,2232012,2,2,223,154.4882,5,2,1,37,1,1,2,2,1,18,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,3,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223201304,2232013,2,2,223,234.21941,2,2,0,49,1,1,2,2,1,1,,,4,1,1,500000,1,0,0,360000,1,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,3,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,5,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
223201306,2232013,2,2,223,234.21941,6,2,2,65,2,1,4,2,3,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223201319,2232013,2,2,223,234.21941,4,3,2,54,5,2,2,2,1,1,,,4,1,1,0,0,0,0,500000,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
223201330,2232013,2,2,223,234.21941,4,1,0,53,2,1,2,2,1,18,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
223201403,2232014,2,2,223,217.5078,7,4,0,45,1,1,3,2,1,18,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,2,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
223201412,2232014,2,2,223,217.5078,5,2,1,55,1,1,5,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223201423,2232014,2,2,223,217.5078,8,5,6,45,5,1,1,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223201429,2232014,2,2,223,217.5078,6,4,2,35,3,1,1,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223201506,2232015,2,2,223,189.2897,10,6,2,76,1,1,4,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,1,1,1,0,0,1,1,0,0,1,1,1,1,6,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0
223201514,2232015,2,2,223,189.2897,7,3,1,61,1,1,3,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223201515,2232015,2,2,223,189.2897,1,0,0,52,1,1,1,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223201527,2232015,2,2,223,189.2897,4,2,1,55,1,1,2,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223201605,2232016,2,2,223,150.5782,6,4,2,72,1,1,4,2,1,16,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,1,1,1,0,0,2,1,1,1,3,1,0,0,5,1,1,1,0,0,1,1,1,1,0,0,2,1,0,0,1,1,0,0,10,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,1,0,0
223201607,2232016,2,2,223,150.5782,6,3,0,48,1,1,5,2,1,1,,,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,4,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,6,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0
223201620,2232016,2,2,223,150.5782,5,4,3,46,1,1,3,2,1,18,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,3,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,5,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
223201622,2232016,2,2,223,150.5782,4,1,1,49,1,1,2,2,1,1,,,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,3,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
223201624,2232016,2,2,223,150.5782,10,7,5,49,1,1,2,2,1,3,,,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0
223201626,2232016,2,2,223,150.5782,7,5,3,36,1,1,4,2,1,3,,,4,1,1,0,0,0,0,180000,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1,3,1,1,1,4,1,1,1,0,0,1,1,1,1,0,0,2,1,1,1,1,1,0,0,8,1,2,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,0,0
223201721,2232017,2,2,223,246.1252,7,5,3,80,1,1,7,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,7,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0
223201726,2232017,2,2,223,246.1252,5,2,0,50,1,1,5,2,1,3,,,3,1,1,0,0,0,0,10000000,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,6,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,4,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
223201807,2232018,2,2,223,163.39461,2,1,0,50,1,1,2,2,1,3,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223201810,2232018,2,2,223,163.39461,6,2,4,35,1,1,3,2,1,3,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223201813,2232018,2,2,223,163.39461,5,2,3,40,1,1,3,2,1,3,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223201817,2232018,2,2,223,163.39461,5,3,0,50,1,1,2,2,1,3,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223201821,2232018,2,2,223,163.39461,4,1,2,34,1,1,2,2,1,3,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223201824,2232018,2,2,223,163.39461,3,2,1,50,1,1,2,2,1,3,,,2,1,0,0,0,0,0,0,0,120000,1,0,1,1,0,0,1,1,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223201901,2232019,2,2,223,209.3284,1,0,0,32,3,1,2,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223201910,2232019,2,2,223,209.3284,6,3,2,54,3,1,2,2,1,18,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223201912,2232019,2,2,223,209.3284,3,1,0,72,1,2,2,3,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223201918,2232019,2,2,223,209.3284,6,2,0,23,3,1,2,2,1,18,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223202003,2232020,2,2,223,146.7354,4,3,2,24,1,1,2,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223202004,2232020,2,2,223,146.7354,5,4,3,36,1,1,7,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223202010,2232020,2,2,223,146.7354,2,2,0,45,3,1,2,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223202015,2232020,2,2,223,146.7354,5,3,3,40,3,1,2,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223202018,2232020,2,2,223,146.7354,7,1,0,70,1,1,4,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223202108,2232021,2,2,223,218.47881,9,4,2,57,5,1,4,2,1,18,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,4,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,2,1,2,1,1,1,0,0,0,0,1,1,1,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,3,1,0,0
223202109,2232021,2,2,223,218.47881,6,4,2,27,1,1,2,2,1,18,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
223202118,2232021,2,2,223,218.47881,9,4,4,46,3,1,3,2,1,3,,,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,4,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
223202214,2232022,2,2,223,145.0127,5,2,0,52,1,1,2,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
223202303,2232023,2,2,223,291.776,7,3,0,51,1,1,3,2,1,18,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223202402,2232024,2,2,223,161.3658,6,4,4,39,1,1,6,2,3,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223202406,2232024,2,2,223,161.3658,5,1,0,50,3,4,4,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223202414,2232024,2,2,223,161.3658,4,3,2,40,1,1,4,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,8,6,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223202417,2232024,2,2,223,161.3658,6,2,2,51,1,1,8,3,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223202505,2232025,2,2,223,283.47971,6,5,4,33,1,1,1,1,1,1,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
223202514,2232025,2,2,223,283.47971,5,3,3,50,1,1,2,3,1,1,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223202608,2232026,2,2,223,403.83069,11,7,5,67,1,1,2,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,3,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223202709,2232027,2,2,223,258.6142,4,1,0,40,2,1,2,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223202718,2232027,2,2,223,258.6142,5,3,3,35,2,1,5,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223202719,2232027,2,2,223,258.6142,1,0,0,39,5,1,1,9,1,3,,,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
223202720,2232027,2,2,223,258.6142,1,0,0,24,5,1,1,9,1,3,,,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223202828,2232028,2,2,223,188.8755,4,1,1,22,1,1,3,2,1,1,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
223202903,2232029,2,2,223,185.58411,5,1,3,32,3,4,1,2,1,3,,,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223202904,2232029,2,2,223,185.58411,7,4,3,49,1,1,2,1,1,3,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
