iso3,country,year,region,income,capital,lat,lon,gdppc_ppp,gdp_growth,inflation,lfp_total,lfp_female,enrol_prim,life_exp,internet
THA,Thailand,2025,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,22431.7518380848,2.44247444990198,-0.133634356480207,66.678,58.963,100.728168483387,,
VNM,Viet Nam,1990,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,2467.96460080463,5.10091813908369,,78.151,74.736,102.543182373047,69.027,0
VNM,Viet Nam,1991,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,2560.84383496164,5.96084393218912,,78.062,74.622,103.643630981445,69.303,
VNM,Viet Nam,1992,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,2726.47373748487,8.64604745934572,,77.87,74.411,104.49942779541,69.62,
VNM,Viet Nam,1993,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,2890.42431737761,8.07273065739605,,77.709,74.235,108.639862060547,69.957,
VNM,Viet Nam,1994,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,3089.60933725631,8.83898095245374,,77.525,74.035,111.886009216309,70.379,
VNM,Viet Nam,1995,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,3328.21486039558,9.54048017491264,,77.315,73.806,115.786849975586,70.871,
VNM,Viet Nam,1996,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,3584.02898335147,9.34001749939179,5.67499999999992,77.113,73.585,118.32006072998,71.296,1.35e-4
VNM,Viet Nam,1997,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,3820.30249485434,8.1520841433542,3.20952606261375,76.14,72.532,120.42115020752,71.67,0.00398
VNM,Viet Nam,1998,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,3982.95805965603,5.76445545848843,7.26619804400963,75.327,71.824,119.422866821289,72.283,0.0131
VNM,Viet Nam,1999,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,4119.05367208231,4.77358688344989,4.11710235771736,74.509,71.181,116.105407714844,72.575,0.129
VNM,Viet Nam,2000,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,4349.22348751462,6.78731640463151,-1.71033727851111,73.393,69.974,113.529556274414,72.746,0.25424827575493397
VNM,Viet Nam,2001,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,4570.26846577385,6.19289331233377,-0.43154451172818,74.911,71.493,111.295097351074,72.984,1.26565123612317
VNM,Viet Nam,2002,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,4809.62151118535,6.32082099160833,3.83082838168468,74.416,70.833,109.35701751709,73.138,1.85499923592581
VNM,Viet Nam,2003,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,5090.28990869885,6.89906349055258,3.23464817293925,74.096,70.353,107.77010345459,73.236,3.78028081370641
VNM,Viet Nam,2004,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,5421.09702829121,7.53641060890386,7.75494748709606,73.986,70.098,106.744956970215,73.062,7.64240852842363
VNM,Viet Nam,2005,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,5776.36304451268,7.54724772895918,8.28457243128667,74.247,70.381,104.89729309082,73.198,12.7399292907031
VNM,Viet Nam,2006,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,6098.24495436514,6.97795481056711,7.41801715108469,74.596,70.727,103.91251373291,73.293,17.2545617186662
VNM,Viet Nam,2007,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,6418.54381402878,7.12950448605439,8.34444889773847,75.032,71.138,102.282257080078,73.385,20.7554447679753
VNM,Viet Nam,2008,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,6659.13561432065,5.66177120891362,23.1154483474477,75.587,71.55,100.98104095459,73.455,23.92
VNM,Viet Nam,2009,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,6914.33863589545,5.39789754014181,6.71698269988631,76.039,71.906,100.057693481445,73.525,26.55
VNM,Viet Nam,2010,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,7274.73310698016,6.42324482239482,9.20746648778413,76.268,71.731,100.919677734375,73.611,30.65
VNM,Viet Nam,2011,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,7652.61895672271,6.41316889681683,18.6777322770706,76.372,71.715,101.384051611447,73.713,35.07
VNM,Viet Nam,2012,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,7979.86828926858,5.5045447041189,9.09470339557193,76.323,71.983,102.054953695526,73.762,36.79999924
VNM,Viet Nam,2013,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,8324.19871250047,5.55351081026072,6.59267475899192,77.234,72.906,102.262367182756,73.821,38.5
VNM,Viet Nam,2014,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,8751.88280634375,6.42224312118567,4.08455446637625,77.306,73.059,103.083557760139,73.886,41
VNM,Viet Nam,2015,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,9248.02396069622,6.98715430598611,0.631200905175685,77.43,72.863,103.278372065069,73.955,45
VNM,Viet Nam,2016,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,9743.1882231455,6.69000892660424,2.66824816969082,76.965,72.53,105.947597481197,73.984,53
VNM,Viet Nam,2017,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,10290.5487142244,6.94019037359206,3.52025688811618,77.2,72.575,104.437659436385,74.026,58.1400000036297
VNM,Viet Nam,2018,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,10936.8937859558,7.46500685572751,3.53962805942641,77.482,72.897,104.190504718464,74.1,69.8479286837965
VNM,Viet Nam,2019,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,11628.6139147451,7.35926270105006,2.79582367452244,76.615,71.511,103.337272102979,74.211,68.6615802057338
VNM,Viet Nam,2020,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,11851.3965685649,2.86541320912272,3.22093436652515,74.367,69.095,102.847744602601,75.383,70.300000120000007
VNM,Viet Nam,2021,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,12048.9019935536,2.55372852648131,1.83471554810462,73.738,69.107,103.391282723881,74.145,74.20999985
VNM,Viet Nam,2022,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,12979.7638983711,8.53750041218142,3.15650749963112,74.484,69.878,104.129392785949,74.502,78.58999918
VNM,Viet Nam,2023,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,13534.7997843016,4.97865959483225,3.25289282667662,73.545,69.215,105.170807361038,74.588,78.08
VNM,Viet Nam,2024,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,14396.4217369473,7.03955197123018,3.62109273885844,73.134,68.905,106.332886485835,74.736,84.15
VNM,Viet Nam,2025,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,15457.3499403547,8.01882998978245,3.3099931421974,72.778,68.551,,,
