iso3,country,year,region,income,capital,lat,lon,gdppc_ppp,gdp_growth,inflation,lfp_total,lfp_female,enrol_prim,life_exp,internet
PAK,Pakistan,2019,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Islamabad,30.5167,72.8,5295.95295138203,2.49763692943365,10.5780305672025,51.597,23.241,78.702552622727,66.729,17.070901719916
PAK,Pakistan,2020,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Islamabad,30.5167,72.8,5135.01459288839,-1.27408744338709,9.74011619320125,51.587,23.406,,65.701,18.935
PAK,Pakistan,2021,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Islamabad,30.5167,72.8,5367.27364714762,6.51388575852702,9.49641577285205,52.73,24.365,80.3165790075685,65.773,
PAK,Pakistan,2022,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Islamabad,30.5167,72.8,5526.27928310213,4.7781068690358,19.8738599646655,52.406,24.027,78.9400248844352,67.417,
PAK,Pakistan,2023,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Islamabad,30.5167,72.8,5418.7693189297,-0.414935997088406,30.7681280657005,52.372,23.997,81.3796346128751,67.649,
PAK,Pakistan,2024,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Islamabad,30.5167,72.8,5502.0736120186,3.08176295579301,12.6325318530452,52.308,23.989,83.726068200404,67.799,57.253
PAK,Pakistan,2025,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Islamabad,30.5167,72.8,5617.25078028458,3.69842668749033,3.54555214890893,52.335,24.046,,,
PHL,Philippines,1990,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,4504.46230383567,3.08267252855887,12.1773522064946,61.362,47.352,106.466331481934,64.382,0
PHL,Philippines,1991,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,4378.39532090518,-0.436390080533428,19.2614585266282,61.42,47.429,105.011001586914,64.622,
PHL,Philippines,1992,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,4293.71810131081,0.417629066097945,8.65100357865265,61.46,47.48,103.304977416992,65.353,
PHL,Philippines,1993,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,4283.15967786629,2.181889985613,6.71631104109973,61.465,47.483,102.162200927734,65.661,
PHL,Philippines,1994,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,4374.06721651165,4.37366591819077,10.3864734299517,61.422,47.432,100.19603729248,66,0.00584
PHL,Philippines,1995,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,4477.32317711022,4.62522511739661,6.83199610989534,61.374,47.374,99.3184585571289,66.311,0.0286
PHL,Philippines,1996,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,4631.77197705972,5.8603478716379,7.4761037778791,61.304,47.279,102.639106750488,66.691,0.0559
PHL,Philippines,1997,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,4758.70845808515,5.18641167406165,5.59025939650601,61.248,47.204,103.284637451172,66.994,0.137
PHL,Philippines,1998,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,4616.67292900617,-0.514090599541888,9.23493432267121,61.311,47.269,102.765266418457,67.212,1.1
PHL,Philippines,1999,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,4650.75926947589,3.34645118398267,5.93904901780808,61.296,47.234,103.614517211914,67.503,1.43
PHL,Philippines,2000,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,4740.43891694569,4.38250500083399,3.9771250324928,61.256,47.176,104.052787780762,67.789,1.98225319605827
PHL,Philippines,2001,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,4778.4008437474,3.04923134463486,5.34550195567142,61.24,47.148,103.305671691895,67.829,2.52400566008269
PHL,Philippines,2002,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,4856.49948429567,3.71625500158383,2.72277227722765,61.206,47.108,102.620742797852,67.886,4.33227574643007
PHL,Philippines,2003,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,5003.38317718716,5.08691113513073,2.28915662650607,61.143,47.034,102.732582092285,68.049,4.85767226708512
PHL,Philippines,2004,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,5229.45080700165,6.56922851180626,4.82921083627795,61.524,46.711,102.275131225586,68.301,5.2436284521711
PHL,Philippines,2005,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,5386.81653712891,4.94250511877678,6.51685393258433,61.589,47.449,101.720321655273,68.423,5.397600174
PHL,Philippines,2006,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,5578.57225112139,5.31641682136939,5.4852320675105,61.418,47.6,100.087287902832,68.172,5.74058632534702
PHL,Philippines,2007,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,5840.06810169965,6.51929155018938,2.90000000000003,61.259,47.605,100.310913085938,68.549,5.97
PHL,Philippines,2008,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,5987.03757861835,4.34448730509183,8.26044703595725,61.065,47.063,101.465858459473,68.643,6.22
PHL,Philippines,2009,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,5965.30730902221,1.44832306275669,4.21903052064628,61.435,47.866,102.759162902832,68.631,9
PHL,Philippines,2010,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,6273.03927731515,7.33449996034538,3.78983634797591,61.434,48.119,,68.883,25
PHL,Philippines,2011,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,6388.31296959977,3.85823282795663,4.7184170471842,62.23,48.935,,69.096,29
PHL,Philippines,2012,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,6697.55620962768,6.89695171050985,3.02696391124796,61.733,48.459,,69.237,30.799999239999998
PHL,Philippines,2013,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,7016.53846470436,6.75053130142255,2.58268766141795,61.446,48.338,,69.283,32.70000076
PHL,Philippines,2014,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,7340.361585912,6.34798748260867,3.59782343864211,62.171,49.121,104.629987793486,69.311,34.70000076
PHL,Philippines,2015,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,7691.76308685047,6.34830971672761,0.674192536845408,61.405,48.67,103.408354699272,69.45,36.90000153
PHL,Philippines,2016,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,8131.82537948653,7.14945675000752,1.25369880080982,61.59,48.19,101.721937186986,69.49,39.20000076
PHL,Philippines,2017,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,8584.13622709699,6.9309883258402,2.85318772590947,59.141,45.045,99.3666730080757,69.966,41.59999847
PHL,Philippines,2018,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,9016.28659637608,6.34148557153473,5.30934661627707,58.981,45.532,94.5541345217085,69.761,44.09999847
PHL,Philippines,2019,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,9452.2939715981,6.11852566221303,2.39206534422404,59.444,46.566,93.0076871274695,69.68,43.0266118680279
PHL,Philippines,2020,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,8455.18457134106,-9.51829474045297,2.3931623931624,54.746,42.675,93.2822386485839,70.097,53.76490021
PHL,Philippines,2021,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,8857.78995115514,5.71473313185116,3.92718022100332,56.471,44.203,88.8345145801337,66.675,66.90779877
PHL,Philippines,2022,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,9457.10395402883,7.58098212785563,5.82115811213955,61.439,50.38,90.6131438325611,69.472,75.21114422
PHL,Philippines,2023,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,9898.53294588106,5.51894967856043,5.97802515541409,61.42,50.445,92.4462107015215,69.833,77.86699677
PHL,Philippines,2024,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,10378.1717703535,5.71474526128652,3.21260487006347,61.402,50.511,94.0330906383194,69.946,67.26300914
PHL,Philippines,2025,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,10747.5454408601,4.40240158710621,1.6587364525509,61.35,50.489,,,
LKA,Sri Lanka,1990,South Asia,Lower middle income,Colombo,6.92148,79.8528,4561.57913260491,6.39999531084838,21.495252052759,61.45,45.149,110.380340576172,69.239,0
LKA,Sri Lanka,1991,South Asia,Lower middle income,Colombo,6.92148,79.8528,4735.81940022694,4.59998724404535,12.1856307214389,59.057,41.002,113.819549560547,69.131,
LKA,Sri Lanka,1992,South Asia,Lower middle income,Colombo,6.92148,79.8528,4866.23941152126,4.39999125181939,11.3834370512206,56.62,36.913,114.770050048828,69.619,
LKA,Sri Lanka,1993,South Asia,Lower middle income,Colombo,6.92148,79.8528,5114.43630395889,6.90006325149474,11.7467370174946,56.72,37.676,116.811027526855,70.049,
LKA,Sri Lanka,1994,South Asia,Lower middle income,Colombo,6.92148,79.8528,5322.72963126043,5.59991872510166,8.44871248698348,57.04,37.9,117.23023223877,70.211,0.00277
LKA,Sri Lanka,1995,South Asia,Lower middle income,Colombo,6.92148,79.8528,5523.31225392817,5.5000852341585,7.67484873449805,54.88,35.6,119.98664855957,69.746,0.00548
LKA,Sri Lanka,1996,South Asia,Lower middle income,Colombo,6.92148,79.8528,5624.02393649431,3.79996720568178,15.9358310447214,55.4,35.489,111.966049194336,69.841,0.0545
LKA,Sri Lanka,1997,South Asia,Lower middle income,Colombo,6.92148,79.8528,5871.72297556048,6.40539969571286,9.57369626405162,55.24,35.263,,69.934,0.162
LKA,Sri Lanka,1998,South Asia,Lower middle income,Colombo,6.92148,79.8528,6032.62212629246,4.69842304772052,9.36424300683229,58.82,41.33,107.307228088379,70.134,0.296
LKA,Sri Lanka,1999,South Asia,Lower middle income,Colombo,6.92148,79.8528,6176.23548454667,4.30054049813373,4.69170563048438,57.31,37.649,,70.427,0.348
LKA,Sri Lanka,2000,South Asia,Lower middle income,Colombo,6.92148,79.8528,6428.61341889128,6.00003315828934,6.17627591012045,55.57,36.331,,71.179,0.647410010940963
LKA,Sri Lanka,2001,South Asia,Lower middle income,Colombo,6.92148,79.8528,6230.03051863559,-1.54540813366026,14.15845579912,55.343,36.077,102.919822692871,71.804,0.793821864362622
LKA,Sri Lanka,2002,South Asia,Lower middle income,Colombo,6.92148,79.8528,6409.86278892115,3.96467568513113,9.55103167007251,55.116,35.831,100.614151000977,72.271,1.05042270585318
LKA,Sri Lanka,2003,South Asia,Lower middle income,Colombo,6.92148,79.8528,6741.01248848024,5.9402690780223,6.31463787051174,54.889,35.59,97.2239837646484,72.442,1.45858022842408
LKA,Sri Lanka,2004,South Asia,Lower middle income,Colombo,6.92148,79.8528,7059.91098067102,5.44506127885352,7.57592582995856,54.662,35.35,92.1975326538086,68.022,1.44615998041486
LKA,Sri Lanka,2005,South Asia,Lower middle income,Colombo,6.92148,79.8528,7452.7423412297,6.24174804376447,11.6396860971118,54.435,35.111,94.2228393554688,73.073,1.792000055
LKA,Sri Lanka,2006,South Asia,Lower middle income,Colombo,6.92148,79.8528,7970.6649101939,7.66829190107919,10.0201836057035,54.207,34.876,94.2331619262695,72.825,2.53756612897332
LKA,Sri Lanka,2007,South Asia,Lower middle income,Colombo,6.92148,79.8528,8454.20675331505,6.79682611892866,15.8421114924843,53.979,34.644,94.312141418457,72.983,3.88
LKA,Sri Lanka,2008,South Asia,Lower middle income,Colombo,6.92148,79.8528,8897.82686005016,5.95008814473897,22.5644955300126,53.751,34.415,94.1940231323242,72.556,4.824500084
LKA,Sri Lanka,2009,South Asia,Lower middle income,Colombo,6.92148,79.8528,9156.31906481264,3.53891205317842,3.46496322106074,53.523,34.191,92.6846313476562,70.298,5.868500233
LKA,Sri Lanka,2010,South Asia,Lower middle income,Colombo,6.92148,79.8528,9832.18622335265,8.01596737040464,6.2176488930462,53.295,33.965,97.4528586032738,74.463,6.912399769
LKA,Sri Lanka,2011,South Asia,Lower middle income,Colombo,6.92148,79.8528,10618.4925999722,8.66948301160571,6.7167684358854,52.867,33.946,97.2173193437696,74.74,7.956399918
LKA,Sri Lanka,2012,South Asia,Lower middle income,Colombo,6.92148,79.8528,11447.6937737782,8.6321813769906,7.54291373239437,52.57,32.649,97.1213977626125,75.187,9.00039959
LKA,Sri Lanka,2013,South Asia,Lower middle income,Colombo,6.92148,79.8528,12249.7223347846,4.0517463303875,6.90845034828452,52.053,33.869,97.2127527169757,75.546,10.04440022
LKA,Sri Lanka,2014,South Asia,Lower middle income,Colombo,6.92148,79.8528,12909.9663068113,6.37797889684965,3.1790022823606,51.599,33.211,97.433058484166,75.757,10.5000026214106
LKA,Sri Lanka,2015,South Asia,Lower middle income,Colombo,6.92148,79.8528,13329.779343882,4.20595547501601,3.76836783062096,53.669,35.33,97.4508545353363,75.99,15.26249981
LKA,Sri Lanka,2016,South Asia,Lower middle income,Colombo,6.92148,79.8528,13845.6146782218,5.05362488993089,3.9588884659307,53.725,35.252,96.9411621819868,76.136,22.19
LKA,Sri Lanka,2017,South Asia,Lower middle income,Colombo,6.92148,79.8528,14572.4858214616,6.46068127080994,7.70413767850602,53.991,36.094,96.6249037351597,76.239,25.07550049
LKA,Sri Lanka,2018,South Asia,Lower middle income,Colombo,6.92148,79.8528,14759.8248945226,2.31008425504933,2.135037737132,51.721,33.105,95.9343814573526,76.485,28.33620071
LKA,Sri Lanka,2019,South Asia,Lower middle income,Colombo,6.92148,79.8528,14637.4442912676,-0.220483886824823,3.52839358231811,52.249,34.051,95.4735034890634,76.698,32.02090073
LKA,Sri Lanka,2020,South Asia,Lower middle income,Colombo,6.92148,79.8528,13886.6513728689,-4.62451503712715,6.15394508391738,50.495,31.663,95.2338733103182,76.928,36.18473435
LKA,Sri Lanka,2021,South Asia,Lower middle income,Colombo,6.92148,79.8528,14316.1352225567,4.2074764950026,7.01478071238195,49.836,31.329,94.459178502415,76.278,44.45308724
LKA,Sri Lanka,2022,South Asia,Lower middle income,Colombo,6.92148,79.8528,13249.0650505201,-7.34919311146656,49.7211021114327,49.727,31.605,92.9846466705678,77.3,48.3
LKA,Sri Lanka,2023,South Asia,Lower middle income,Colombo,6.92148,79.8528,13065.0698305722,-2.0289296690344,16.5411742279832,47.4,29.6,91.4511421235026,77.483,51.2
LKA,Sri Lanka,2024,South Asia,Lower middle income,Colombo,6.92148,79.8528,13793.0669827677,4.99241614398109,-0.42936004906973,48.6,30.998,,77.672,54.59
LKA,Sri Lanka,2025,South Asia,Lower middle income,Colombo,6.92148,79.8528,14582.7603740374,4.9534339114043,-4.76386036960983,48.517,30.992,,,
TZA,Tanzania,1990,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,1794.20458984375,7.04507164205259,35.8267716535433,86.68,84.054,66.7098770141602,51.985,0
TZA,Tanzania,1991,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,1785.66394042969,2.07198821361914,28.695652173913,86.657,84.084,67.6530685424805,51.837,
TZA,Tanzania,1992,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,1751.91845703125,0.584322131924068,21.8468468468473,86.633,84.116,67.8285980224609,51.432,
TZA,Tanzania,1993,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,1718.39306640625,1.20580080875436,25.277264325323,86.574,84.179,68.8042526245117,51.215,
TZA,Tanzania,1994,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,1679.66235351563,1.56766176421846,34.0833640722984,86.484,84.276,68.3502197265625,51.077,
TZA,Tanzania,1995,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,1685.85107421875,3.56991186849247,27.4277854195323,86.435,84.333,68.2438812255859,51.005,
TZA,Tanzania,1996,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,1730.55456542969,4.54436680394173,20.9772596430629,86.459,84.314,67.9035873413086,51.132,0.00162
TZA,Tanzania,1997,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,1755.8037109375,3.52527818941036,16.0906549283201,86.476,84.301,68.5283508300781,51.246,0.0079
TZA,Tanzania,1998,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,1773.72424316406,3.70851159859504,12.7997540479609,86.465,84.316,66.8706817626953,51.807,0.00924
TZA,Tanzania,1999,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,1810.97155761719,4.86386375362282,7.89043336058877,86.456,84.328,67.8792419433594,52.399,0.0751
TZA,Tanzania,2000,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,1839.93664550781,4.52078463603256,5.92396109637479,86.441,84.345,69.492431640625,53.244,0.11719444010825
TZA,Tanzania,2001,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,1899.74536132813,6.07080828734129,5.14746800222618,86.438,84.35,75.7181167602539,54.124,0.171300350668948
TZA,Tanzania,2002,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,1982.64428710938,7.09319498355502,5.31783366118203,86.84,84.939,90.610237121582,54.94,0.222484413923909
TZA,Tanzania,2003,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,2059.83740234375,6.67278983053497,5.30356621509782,87.232,85.51,96.8610763549805,55.929,0.676962856510303
TZA,Tanzania,2004,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,2155.24145507813,7.50381465859829,4.73580143949058,87.614,86.064,101.592483520508,56.836,0.87757497099259
TZA,Tanzania,2005,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,2253.09326171875,7.47631925974784,5.03457009267163,87.987,86.6,105.037376403809,57.675,1.100000024
TZA,Tanzania,2006,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,2334.1044921875,6.53222138847813,7.25097262082546,88.349,87.119,107.455772399902,58.512,1.299999952
TZA,Tanzania,2007,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,2423.61596679688,6.76853520293716,7.02551436974771,87.864,86.361,108.751991271973,59.26,1.6
TZA,Tanzania,2008,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,2493.25927734375,5.68641685905224,10.2783937621135,87.362,85.572,109.176727294922,59.896,1.899999976
TZA,Tanzania,2009,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,2560.81103515625,5.26910524873463,12.1422278742988,86.842,84.751,103.463706970215,60.494,2.4000000950000002
TZA,Tanzania,2010,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,2654.80346679688,6.33652342666889,6.20015595647403,86.305,83.896,100.14820098877,61.127,2.9000000950000002
TZA,Tanzania,2011,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,2779.70776367188,7.67215543486064,12.6909694699162,85.749,83.001,95.0884666333147,61.618,3.200000048
TZA,Tanzania,2012,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,2822.4853515625,4.50015356010131,16.0010938506338,85.174,82.069,91.9735025482608,62.286,3.950000048
TZA,Tanzania,2013,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,2924.86328125,6.78158560065316,7.87072364573959,84.58,81.098,88.8300914467545,62.788,4.400000095
TZA,Tanzania,2014,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,3027.56909179688,6.73246186832483,6.13161432988012,83.967,80.089,85.9364790514687,63.364,7
TZA,Tanzania,2015,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,3111.44458007813,6.16062877406682,5.58816952959298,83.935,80.123,84.2207717895508,63.928,10
TZA,Tanzania,2016,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,3214.24682617188,6.86711619644551,5.17476629301493,83.894,80.164,85.2800976460579,64.404,13.5042328468919
TZA,Tanzania,2017,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,3318.28833007813,6.72726996832438,5.31871605228931,83.86,80.202,89.5967210005503,64.963,14.46339989
TZA,Tanzania,2018,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,3392.68872070313,5.50267599384966,3.49445848856181,83.834,80.234,94.9840282240997,65.488,15.49069977
TZA,Tanzania,2019,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,3484.63256835938,5.79999999996723,3.46428057999021,83.811,80.265,97.6456520812412,66.007,16.59090042
TZA,Tanzania,2020,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,3449.82153320313,1.99196460647855,3.29029062798325,82.837,79.344,98.5753622403869,66.771,19.48139954
TZA,Tanzania,2021,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,3493.0830078125,4.32138429480482,3.69091958802199,83.733,80.425,98.6999541804178,66.131,22.87540054
TZA,Tanzania,2022,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,3546.98095703125,4.56600576430955,4.35027204269101,83.77,80.273,90.6152672281358,66.879,26.86059952
TZA,Tanzania,2023,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,3620.79345703125,5.06952353203394,3.79923291384916,83.766,80.33,95.6409804093201,66.995,28.43190002
TZA,Tanzania,2024,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,3713.26293945313,5.5263138305945,3.05694676312373,83.749,80.288,92.6902654262381,67.212,31.16209984
TZA,Tanzania,2025,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,3820.61181640625,5.85286828692739,3.32697361316105,83.716,80.282,,,
THA,Thailand,1990,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,8702.899560469,11.1671634446293,5.8639947437583,75.208,65.605,104.279899597168,68.924,0
THA,Thailand,1991,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,9295.04057342995,8.5582603212423,5.70985259891396,75.121,65.522,104.933898925781,69.132,5.22e-5
THA,Thailand,1992,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,9887.97373654022,8.08338802345332,4.13914575077053,75.06,65.474,105.160911560059,69.353,3.44e-4
THA,Thailand,1993,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,10539.9611081001,8.25191591524627,3.31219168428468,75.006,65.452,103.63646697998,69.568,0.0136
THA,Thailand,1994,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,11216.2548285636,7.99702466720433,5.04774897680755,74.957,65.456,101.570121765137,69.661,0.0386
THA,Thailand,1995,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,11955.2188089811,8.12031534625378,5.81818181818192,75.254,66.556,98.0148162841797,69.757,0.0748
THA,Thailand,1996,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,12457.6820831228,5.65194446499471,5.80510554737349,75.495,67.565,93.3479690551758,69.94,0.115
THA,Thailand,1997,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,11954.1474335919,-2.75357515314082,5.62579747129106,75.421,67.743,92.8980865478516,70.362,0.361
THA,Thailand,1998,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,10898.3370239872,-7.63403528600102,7.99472875027457,74.492,66.361,93.6311264038086,70.703,1.09
THA,Thailand,1999,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,11254.6098303333,4.57230775115542,0.284726459223048,73.294,65.185,97.0331726074219,70.979,2.43
THA,Thailand,2000,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,11623.7874580461,4.45524704335014,1.59196917460972,73.483,65.596,96.5518493652344,71.205,3.68904127944164
THA,Thailand,2001,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,11902.6109229705,3.44424900968372,1.62690887314091,73.553,65.255,95.3342666625977,71.52,5.55632612097332
THA,Thailand,2002,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,12513.5421967032,6.14903605210036,0.697308976625449,73.27,65.107,96.070182800293,71.775,7.53125033488567
THA,Thailand,2003,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,13288.7481561137,7.18924330340971,1.80434994635718,73.015,64.99,,72.101,9.29902723805965
THA,Thailand,2004,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,13998.521730812,6.28934214285795,2.75914926231082,73.018,64.808,97.9626998901367,72.1,10.6773033237281
THA,Thailand,2005,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,14459.825626203,4.18763842884337,4.54036919634536,73.038,65.23,98.4672393798828,72.894,15.0260043588909
THA,Thailand,2006,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,15052.6955101059,4.96781089246107,4.63747436011764,72.482,64.281,98.4360427856445,73.341,17.1607147169285
THA,Thailand,2007,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,15744.3652449147,5.43515169050809,2.24154095286802,72.873,64.808,97.8308029174805,73.779,20.03
THA,Thailand,2008,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,15893.5084947968,1.72569884866334,5.46848949649846,72.877,64.867,96.5354995727539,74.221,18.2
THA,Thailand,2009,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,15667.6047343164,-0.690618232300579,-0.845716092316721,72.835,64.659,93.5188827514648,74.669,20.1
THA,Thailand,2010,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,16732.187029014,7.51339053261624,3.24758842443725,71.657,63.685,89.2488479614258,75.012,22.4
THA,Thailand,2011,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,16768.1688542486,0.840132083053334,3.81191694558332,73.226,65.806,95.6526031494141,75.302,23.669925618731
THA,Thailand,2012,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,17871.5786477565,7.24279620249642,3.00948610403357,72.825,65.071,96.4982681274414,75.59,26.46
THA,Thailand,2013,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,18244.4071505088,2.68749556320556,2.18617704418967,69.97,61.78,97.1840591430664,75.96,28.94
THA,Thailand,2014,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,18326.604873747,0.984468863619426,1.89455652481545,69.794,61.447,103.479377746582,76.279,34.8860535783465
THA,Thailand,2015,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,18814.0408554566,3.13404724911635,-0.898143410569433,69.269,61.068,103.333457946777,76.563,39.3161267365004
THA,Thailand,2016,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,19372.7128024107,3.43515771692182,0.186235191075453,68.315,60.17,104.941299438477,76.769,47.5049656215909
THA,Thailand,2017,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,20096.8605455164,4.1776810321001,0.664415139830893,67.525,59.351,101.863590810489,76.989,52.8919293439676
THA,Thailand,2018,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,20882.1707419576,4.22287028746071,1.06683487370758,67.798,59.569,102.013545184574,77.19,56.8174809301456
THA,Thailand,2019,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,21280.1504518601,2.11455779628278,0.705524801910317,66.94,58.9,103.012241063391,77.197,66.6524194587528
THA,Thailand,2020,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,19950.2844063147,-6.09306312966953,-0.846087518861799,67.021,59.106,103.859900460568,77.331,77.84374066
THA,Thailand,2021,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,20236.9760408784,1.55858232076893,1.23104516549814,66.952,59.18,103.619796585158,77.606,85.26956666
THA,Thailand,2022,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,20768.4800093577,2.63784213566305,6.07589952842433,67.18,59.576,104.833004394528,75.291,87.97724503
THA,Thailand,2023,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,21245.2706771879,2.24883437970568,1.22908986612448,67.814,60.311,102.574975655738,76.412,89.53525238
THA,Thailand,2024,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,21882.2142474833,2.94859986593323,0.398333333333422,67.129,59.473,101.004223573604,76.564,90.86718789
